epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,37276.3,1.01314,0.89286,1.29655,0.85813,0.7969,0.88229,0.61511,1.05456,0.83579,1.26112,0.001585,0.001585,0.001585
172,37491.4,1.00641,0.8854,1.29222,0.86096,0.79498,0.88223,0.61507,1.05492,0.83633,1.26138,0.0015355,0.0015355,0.0015355
173,37706.8,1.00829,0.8894,1.29053,0.86447,0.79516,0.88209,0.61572,1.05495,0.83724,1.26128,0.001486,0.001486,0.001486
174,37922.1,1.00249,0.88109,1.29152,0.8644,0.79471,0.8829,0.61607,1.05471,0.83835,1.26091,0.0014365,0.0014365,0.0014365
175,38137.9,0.99737,0.86999,1.28083,0.85964,0.7954,0.88261,0.61598,1.05461,0.8394,1.26077,0.001387,0.001387,0.001387
176,38353.3,1.00039,0.8729,1.28583,0.85308,0.79731,0.88221,0.61622,1.05461,0.84122,1.26065,0.0013375,0.0013375,0.0013375
177,38568.1,0.99857,0.87675,1.28721,0.86065,0.79574,0.88226,0.61585,1.05435,0.84182,1.26025,0.001288,0.001288,0.001288
178,38782.9,0.99184,0.86753,1.28457,0.85847,0.79652,0.88205,0.61603,1.05385,0.84317,1.26001,0.0012385,0.0012385,0.0012385
179,38997.9,0.98524,0.86115,1.27817,0.85181,0.80001,0.88193,0.61643,1.05357,0.84465,1.25988,0.001189,0.001189,0.001189
180,39213.5,0.98694,0.85786,1.27794,0.85083,0.80088,0.88144,0.61677,1.05394,0.8464,1.25995,0.0011395,0.0011395,0.0011395
181,39428.9,0.98427,0.8567,1.27899,0.85225,0.79911,0.88106,0.61578,1.05354,0.84798,1.25994,0.00109,0.00109,0.00109
