epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,17582.4,1.04166,0.72089,1.28995,0.93752,0.86208,0.9388,0.70493,1.00417,0.67966,1.28773,0.003796,0.003796,0.003796
96,17866.2,1.04586,0.72524,1.28274,0.9232,0.87074,0.93912,0.70666,0.99872,0.67646,1.28447,0.00373,0.00373,0.00373
97,18149.1,1.04054,0.71728,1.27864,0.91819,0.87074,0.93856,0.70724,1.00532,0.67114,1.29107,0.003664,0.003664,0.003664
98,18432.7,1.02897,0.70375,1.26918,0.90215,0.89587,0.93896,0.7072,1.0063,0.66381,1.29069,0.003598,0.003598,0.003598
99,18717.9,1.02581,0.70241,1.2748,0.90216,0.8939,0.93914,0.7069,1.00276,0.66601,1.28818,0.003532,0.003532,0.003532
100,19005.8,1.02753,0.70372,1.2694,0.90439,0.89767,0.94211,0.7065,1.00354,0.66631,1.29047,0.003466,0.003466,0.003466
101,19293.3,1.01088,0.68826,1.2577,0.90425,0.89866,0.94251,0.70835,0.9994,0.6616,1.28297,0.0034,0.0034,0.0034
102,19580.9,1.01343,0.69272,1.26437,0.90918,0.89228,0.94327,0.70817,0.99672,0.66908,1.27789,0.003334,0.003334,0.003334
103,19864.6,1.01221,0.69814,1.25884,0.91755,0.87908,0.93946,0.70581,0.99283,0.67432,1.27509,0.003268,0.003268,0.003268
104,20148.6,1.00614,0.68132,1.26042,0.92105,0.8797,0.93978,0.70632,0.98637,0.67463,1.26923,0.003202,0.003202,0.003202
105,20436.4,1.0111,0.69247,1.26226,0.92108,0.88007,0.94032,0.7072,0.98052,0.67036,1.2646,0.003136,0.003136,0.003136
106,20719.5,0.99816,0.67808,1.25125,0.92408,0.88151,0.9425,0.70777,0.97854,0.6692,1.26506,0.00307,0.00307,0.00307
107,21002.4,0.99948,0.67406,1.25369,0.92744,0.87612,0.94346,0.70794,0.97989,0.66662,1.26777,0.003004,0.003004,0.003004
108,21283.9,1.01198,0.68535,1.25734,0.93463,0.87074,0.94287,0.70772,0.98054,0.66068,1.27226,0.002938,0.002938,0.002938
109,21567.4,0.99575,0.67172,1.2495,0.93561,0.87074,0.94311,0.70698,0.98047,0.65801,1.26815,0.002872,0.002872,0.002872
110,21849.8,0.99731,0.67411,1.24976,0.90993,0.89048,0.94375,0.70978,0.977,0.66257,1.26038,0.002806,0.002806,0.002806
111,22135.2,1.00434,0.68495,1.25756,0.93992,0.87062,0.94305,0.70984,0.97844,0.65994,1.2602,0.00274,0.00274,0.00274
112,22414.6,0.99289,0.66235,1.24532,0.93595,0.86573,0.94375,0.70915,0.97657,0.66027,1.25582,0.002674,0.002674,0.002674
113,22700.3,0.98312,0.66428,1.24277,0.93953,0.86478,0.94262,0.70878,0.97655,0.65976,1.25512,0.002608,0.002608,0.002608
114,22984.7,0.98836,0.66069,1.23672,0.93733,0.85927,0.9395,0.71113,0.97617,0.65965,1.25647,0.002542,0.002542,0.002542
115,23264,0.98626,0.65244,1.24157,0.93752,0.85817,0.93938,0.71105,0.97674,0.65896,1.25655,0.002476,0.002476,0.002476
116,23545,0.96594,0.64917,1.23433,0.93783,0.85817,0.94116,0.71029,0.97988,0.65347,1.25803,0.00241,0.00241,0.00241
117,23825.9,0.96888,0.64233,1.22645,0.94086,0.85684,0.94133,0.71173,0.98152,0.6517,1.26079,0.002344,0.002344,0.002344
118,24108.4,0.97589,0.64833,1.24099,0.93083,0.86981,0.94197,0.71236,0.98214,0.64749,1.26159,0.002278,0.002278,0.002278
119,24393.3,0.98385,0.6429,1.24103,0.94277,0.85762,0.94169,0.71216,0.98308,0.64208,1.26448,0.002212,0.002212,0.002212
120,24674.9,0.96325,0.6437,1.22906,0.94327,0.85996,0.94238,0.71293,0.98293,0.63872,1.26368,0.002146,0.002146,0.002146
121,24956.8,0.95872,0.63125,1.22311,0.93416,0.87074,0.94264,0.71385,0.98273,0.63846,1.26288,0.00208,0.00208,0.00208
122,25242.3,0.9579,0.6326,1.22517,0.93817,0.86894,0.94225,0.71326,0.98315,0.63507,1.26197,0.002014,0.002014,0.002014
123,25526.2,0.94949,0.62198,1.21415,0.94173,0.87046,0.94256,0.7147,0.98311,0.63469,1.26122,0.001948,0.001948,0.001948
124,25807,0.95578,0.62517,1.22023,0.94142,0.87074,0.94276,0.71417,0.98304,0.634,1.2611,0.001882,0.001882,0.001882
125,26090.3,0.95143,0.62974,1.21613,0.94403,0.86894,0.94105,0.71465,0.9809,0.63138,1.25999,0.001816,0.001816,0.001816
126,26373.7,0.93049,0.61065,1.20229,0.94355,0.87028,0.94366,0.71494,0.97981,0.63093,1.25877,0.00175,0.00175,0.00175
127,26654.5,0.94343,0.61618,1.21265,0.94726,0.87056,0.94166,0.71539,0.98072,0.63099,1.25951,0.001684,0.001684,0.001684
128,26934.9,0.94227,0.61551,1.21401,0.95102,0.87148,0.94583,0.71722,0.97945,0.63105,1.25931,0.001618,0.001618,0.001618
129,27217.3,0.93774,0.61213,1.21175,0.94919,0.87199,0.94338,0.71605,0.97923,0.6293,1.26043,0.001552,0.001552,0.001552
130,27498.3,0.92862,0.61854,1.21202,0.95074,0.87253,0.94484,0.71704,0.97746,0.62814,1.26103,0.001486,0.001486,0.001486
131,27781.6,0.93749,0.61134,1.21931,0.9529,0.87183,0.94445,0.71846,0.97779,0.62739,1.26244,0.00142,0.00142,0.00142
132,28064,0.934,0.62257,1.22023,0.95289,0.87147,0.94539,0.71716,0.98122,0.62467,1.26758,0.001354,0.001354,0.001354
133,28346.5,0.91765,0.59038,1.19285,0.95298,0.87333,0.94581,0.71757,0.98074,0.62368,1.26895,0.001288,0.001288,0.001288
134,28628,0.91713,0.61187,1.20725,0.95107,0.87241,0.94619,0.7184,0.98098,0.62306,1.26916,0.001222,0.001222,0.001222
135,28912.4,0.91391,0.60125,1.21106,0.94986,0.87253,0.94599,0.7181,0.98167,0.62176,1.2698,0.001156,0.001156,0.001156
136,29198,0.91197,0.59221,1.19889,0.95161,0.87433,0.9461,0.71853,0.98104,0.62216,1.2693,0.00109,0.00109,0.00109
137,29483,0.90586,0.58284,1.18753,0.95199,0.87433,0.94662,0.71871,0.98089,0.61914,1.27146,0.001024,0.001024,0.001024
138,29769.1,0.90347,0.59009,1.19266,0.9198,0.90599,0.94884,0.71976,0.98036,0.61963,1.2709,0.000958,0.000958,0.000958
139,30056.3,0.8865,0.56675,1.17058,0.95119,0.87461,0.94642,0.71953,0.98033,0.61812,1.27258,0.000892,0.000892,0.000892
140,30339.8,0.89292,0.57717,1.17745,0.91818,0.90844,0.94867,0.72096,0.97997,0.61776,1.27254,0.000826,0.000826,0.000826
141,30616.7,0.84372,0.50752,1.15546,0.91925,0.90844,0.94862,0.71948,0.97895,0.61737,1.27109,0.00076,0.00076,0.00076
142,30893.3,0.83717,0.49265,1.15585,0.91714,0.90844,0.94838,0.72096,0.97946,0.6145,1.27134,0.000694,0.000694,0.000694
143,31171.2,0.82596,0.48967,1.1455,0.91857,0.91023,0.94893,0.72256,0.97898,0.61381,1.27073,0.000628,0.000628,0.000628
144,31449.5,0.83079,0.48071,1.14173,0.91857,0.91023,0.94902,0.72246,0.979,0.61142,1.27043,0.000562,0.000562,0.000562
145,31725.4,0.81507,0.46429,1.13704,0.91703,0.91023,0.94929,0.72257,0.97885,0.6099,1.26998,0.000496,0.000496,0.000496
146,32001.1,0.80892,0.46908,1.13186,0.91682,0.91027,0.94894,0.72423,0.9781,0.60828,1.26896,0.00043,0.00043,0.00043
147,32278.6,0.80362,0.46363,1.12543,0.91503,0.90864,0.94691,0.7233,0.9778,0.6066,1.26954,0.000364,0.000364,0.000364
148,32557.5,0.79844,0.46943,1.13621,0.91514,0.91002,0.94701,0.72317,0.97717,0.60616,1.26879,0.000298,0.000298,0.000298
149,32834.5,0.79658,0.45895,1.12774,0.91671,0.90897,0.94734,0.72386,0.97518,0.60513,1.26438,0.000232,0.000232,0.000232
150,33110.8,0.80301,0.45736,1.12959,0.91661,0.90774,0.9474,0.72416,0.97548,0.6039,1.26411,0.000166,0.000166,0.000166
